artistId,artistName,albumId,albumTitle,albumYear,albumGenre,songID,songTitle,songTrackNumber
22,Albert Collins,21,Ice Pickin',1978,6,240,Avalanche,8
23,Albert King,22,Best of Albert King Vol. 1,1986,6,257,I'll Play the Blues For You (Parts 1 and 2),1
23,Albert King,22,Best of Albert King Vol. 1,1986,6,258,Killing Floor,2
23,Albert King,22,Best of Albert King Vol. 1,1986,6,254,Honky Tonk Woman,3
23,Albert King,22,Best of Albert King Vol. 1,1986,6,259,Sky Is Crying,4
23,Albert King,22,Best of Albert King Vol. 1,1986,6,251,Breaking Up Somebody's Home,5
23,Albert King,22,Best of Albert King Vol. 1,1986,6,255,Hound Dog,6
23,Albert King,22,Best of Albert King Vol. 1,1986,6,260,That's What The Blues Is All About,7
23,Albert King,22,Best of Albert King Vol. 1,1986,6,248,Angel Of Mercy,8
23,Albert King,22,Best of Albert King Vol. 1,1986,6,253,Everybody Wants To Go To Heaven,9
23,Albert King,22,Best of Albert King Vol. 1,1986,6,252,Can't You See What You're Doing To Me,10
23,Albert King,22,Best of Albert King Vol. 1,1986,6,249,Answer To The Laundromat Blues,11
23,Albert King,22,Best of Albert King Vol. 1,1986,6,256,I Wanna Get Funky,12
23,Albert King,22,Best of Albert King Vol. 1,1986,6,250,Blues Power,13
24,Alice Cooper,23,Billion Dollar Babies,1989,2,261,No More Mr. Nice Guy,6
24,Alice Cooper,24,Easy Action,1970,2,266,Mr. & Misdemeanor,1
24,Alice Cooper,24,Easy Action,1970,2,269,Shoe Salesman,2
24,Alice Cooper,24,Easy Action,1970,2,270,Still No Air,3
24,Alice Cooper,24,Easy Action,1970,2,263,Below Your Means,4
24,Alice Cooper,24,Easy Action,1970,2,268,Return of the Spiders,5
24,Alice Cooper,24,Easy Action,1970,2,264,Laughing at Me,6
24,Alice Cooper,24,Easy Action,1970,2,267,Refrigerator Heaven,7
24,Alice Cooper,24,Easy Action,1970,2,262,Beautiful Flyaway,8
24,Alice Cooper,24,Easy Action,1970,2,265,Lay Down and Die, Goodbye,9
24,Alice Cooper,25,Killer,1971,2,276,Under My Wheels,1
24,Alice Cooper,25,Killer,1971,2,271,Be My Lover,2
24,Alice Cooper,25,Killer,1971,2,274,Halo of Flies,3
24,Alice Cooper,25,Killer,1971,2,273,Desperado,4
24,Alice Cooper,25,Killer,1971,2,278,You Drive Me Nervous,5
24,Alice Cooper,25,Killer,1971,2,277,Yeah, Yeah, Yeah,6
24,Alice Cooper,25,Killer,1971,2,272,Dead Babies,7
24,Alice Cooper,25,Killer,1971,2,275,Killer,8
24,Alice Cooper,26,Love It to Death,1971,2,281,Caught in a Dream,1
24,Alice Cooper,26,Love It to Death,1971,2,284,I’m Eighteen,2
24,Alice Cooper,26,Love It to Death,1971,2,285,Long Way to Go,3
24,Alice Cooper,26,Love It to Death,1971,2,280,Black Juju,4
24,Alice Cooper,26,Love It to Death,1971,2,283,Is It My Body,5
24,Alice Cooper,26,Love It to Death,1971,2,282,Hallowed Be My Name,6
24,Alice Cooper,26,Love It to Death,1971,2,286,Second Coming,7
24,Alice Cooper,26,Love It to Death,1971,2,279,Ballad of Dwight Fry,8
24,Alice Cooper,26,Love It to Death,1971,2,287,Sun Arise,9
24,Alice Cooper,27,Pretties For You,2012,2,299,Titanic Overture,1
24,Alice Cooper,27,Pretties For You,2012,2,288,10 Minutes Before the Worm,2
24,Alice Cooper,27,Pretties For You,2012,2,298,Swing Low Sweet Cheerio,3
24,Alice Cooper,27,Pretties For You,2012,2,300,Today Mueller,4
24,Alice Cooper,27,Pretties For You,2012,2,295,Living,5
24,Alice Cooper,27,Pretties For You,2012,2,293,Fields of Regret,6
24,Alice Cooper,27,Pretties For You,2012,2,296,No Longer Umpire,7
24,Alice Cooper,27,Pretties For You,2012,2,294,Levity Ball,8
24,Alice Cooper,27,Pretties For You,2012,2,290,B.B. on Mars,9
24,Alice Cooper,27,Pretties For You,2012,2,297,Reflected,10
24,Alice Cooper,27,Pretties For You,2012,2,289,Apple Bush,11
24,Alice Cooper,27,Pretties For You,2012,2,292,Earwigs to Eternity,12
24,Alice Cooper,27,Pretties For You,2012,2,291,Changing Arranging,13
24,Alice Cooper,28,School’s Out,1972,2,308,School’s Out,1
24,Alice Cooper,28,School’s Out,1972,2,305,Luney Tune,2
24,Alice Cooper,28,School’s Out,1972,2,304,Gutter Cat vs. The Jets,3
24,Alice Cooper,28,School’s Out,1972,2,309,Street Fight,4
24,Alice Cooper,28,School’s Out,1972,2,302,Blue Turk,5
24,Alice Cooper,28,School’s Out,1972,2,306,My Stars,6
24,Alice Cooper,28,School’s Out,1972,2,307,Public Animal #9,7
24,Alice Cooper,28,School’s Out,1972,2,301,Alma Mater,8
24,Alice Cooper,28,School’s Out,1972,2,303,Grande Finale,9
24,Alice Cooper,29,The Eyes Of Alice Cooper,2008,2,310,Detroit City,7
